N,P,K,temperature,humidity,ph,rainfall,label
103.4,58.3,56.3,20.4,60.2,5.78,93.4,Brinjal
78.9,57.0,17.2,24.1,67.2,6.15,66.8,Maize
25.5,50.3,16.4,21.7,45.5,6.96,33.5,Chickpea
62.4,26.5,19.1,12.5,51.7,6.31,39.8,Mustard
75.3,50.3,20.7,24.8,48.7,6.44,71.1,Sunflower
43.5,26.7,18.5,26.8,35.8,6.46,51.2,Pearl Millet
95.3,48.5,46.1,25.4,70.9,6.29,78.7,Brinjal
76.4,17.9,18.2,30.4,26.9,7.73,37.4,Pearl Millet
106.5,54.3,58.4,22.5,72.8,6.7,84.9,Tomato
23.2,36.0,18.2,25.8,64.0,6.79,71.4,Pigeon Pea
95.6,37.0,22.3,19.7,72.2,6.78,87.0,Maize
106.3,65.0,15.7,24.7,58.1,7.31,89.1,Wheat
72.9,33.6,23.6,14.0,40.6,6.14,36.3,Mustard
112.3,54.3,39.5,26.5,49.9,7.98,107.6,Cotton
109.4,65.2,94.1,23.1,65.7,5.11,56.3,Potato
125.4,55.0,65.8,26.7,58.5,6.69,62.3,Brinjal
44.7,23.7,23.4,22.1,46.8,6.27,70.1,Finger Millet
72.6,44.4,22.9,24.5,49.1,6.12,42.1,Mustard
22.6,64.7,19.7,15.6,40.2,6.65,26.3,Chickpea
212.3,60.6,79.7,30.0,65.9,6.48,207.2,Sugarcane
74.4,41.3,21.4,18.0,52.3,7.39,30.7,Mustard
107.2,41.8,15.5,15.3,59.3,7.3,86.4,Wheat
76.4,40.6,16.9,21.0,47.1,6.28,38.2,Mustard
76.5,35.4,26.4,23.6,59.8,6.6,42.8,Sunflower
16.9,40.4,15.6,25.7,57.4,6.26,100.9,Pigeon Pea
67.3,20.6,17.6,25.3,52.0,6.37,67.9,Sorghum
28.3,48.2,18.1,20.1,53.8,6.07,34.1,Chickpea
125.8,55.6,64.7,22.4,74.0,6.25,88.0,Brinjal
83.1,41.5,20.0,22.2,64.2,7.18,75.9,Wheat
20.7,62.8,21.2,19.1,53.7,6.07,28.4,Chickpea
32.3,62.5,17.2,23.8,69.4,6.42,84.4,Soybean
27.7,48.1,21.9,28.8,54.9,5.97,97.7,Pigeon Pea
70.9,36.9,16.2,24.5,37.5,6.38,54.4,Mustard
65.8,30.6,16.6,30.7,50.1,7.14,47.7,Sorghum
21.2,39.6,15.0,29.6,74.7,7.21,68.4,Black Gram
22.1,51.2,15.1,23.2,42.2,6.81,47.1,Chickpea
21.1,65.0,23.7,28.8,79.5,6.44,73.0,Soybean
94.5,55.4,64.8,24.4,63.6,6.22,79.1,Brinjal
68.6,20.3,15.8,27.6,30.7,6.95,61.3,Sorghum
132.7,69.6,117.5,18.2,58.0,6.12,45.4,Potato
32.3,37.3,26.7,31.9,60.6,6.68,61.9,Groundnut
123.0,47.2,115.6,23.7,54.0,6.06,73.7,Potato
20.7,46.9,15.4,29.7,59.3,5.98,75.9,Pigeon Pea
22.3,62.0,20.3,24.3,44.7,6.74,24.8,Chickpea
57.4,28.8,13.5,25.5,30.1,6.87,36.6,Pearl Millet
56.7,37.3,21.3,21.5,47.4,7.45,35.9,Mustard
40.4,28.5,24.3,26.7,65.6,5.02,77.1,Finger Millet
93.5,55.1,23.2,26.4,65.9,6.04,90.8,Maize
32.9,73.8,23.3,24.9,67.3,6.88,72.0,Soybean
52.5,33.6,23.3,18.2,51.6,7.09,36.3,Mustard
50.3,31.3,16.7,19.7,40.1,6.39,44.7,Mustard
116.9,59.9,47.0,21.3,46.6,6.96,80.3,Cotton
89.4,49.2,53.7,27.4,65.6,6.37,78.2,Chili
194.1,54.0,48.7,24.6,68.4,7.41,182.0,Sugarcane
63.4,31.9,19.5,21.7,53.0,6.07,45.7,Mustard
24.2,77.3,23.2,25.3,61.5,6.71,105.1,Soybean
121.1,64.7,45.9,29.1,73.4,6.23,74.1,Brinjal
94.4,51.7,69.0,20.7,60.9,6.2,46.5,Tomato
19.3,39.4,22.4,22.5,54.1,6.08,109.1,Pigeon Pea
106.0,53.6,15.9,18.7,66.1,6.69,52.6,Wheat
20.2,39.6,16.2,25.6,55.1,6.76,83.7,Green Gram
86.7,28.1,16.4,32.1,37.3,6.79,74.9,Sorghum
26.0,49.3,15.7,21.2,56.9,5.91,64.0,Pigeon Pea
24.7,66.2,27.1,23.3,65.9,6.68,85.8,Soybean
137.6,69.8,101.1,17.6,65.8,5.24,50.1,Potato
84.9,46.8,47.5,28.6,49.6,7.63,71.7,Cotton
62.8,49.0,21.5,24.2,60.2,6.26,53.5,Sunflower
34.1,20.0,11.5,26.4,38.4,5.57,66.6,Sesame
24.1,70.4,29.7,22.9,64.2,6.47,118.4,Soybean
111.2,40.9,50.1,28.8,62.6,7.57,80.4,Cotton
19.3,40.6,23.7,28.0,67.3,6.8,53.7,Black Gram
61.0,56.0,15.1,24.3,74.4,6.33,71.7,Maize
80.2,31.6,24.0,33.2,48.9,6.08,40.3,Sorghum
20.9,36.8,19.3,16.7,54.7,6.56,40.6,Lentil
104.4,45.5,35.4,29.9,52.3,7.56,76.3,Cotton
129.7,46.1,50.9,22.0,64.0,6.92,68.0,Tomato
22.9,67.1,26.8,25.9,66.7,6.08,97.5,Soybean
97.0,35.6,40.4,27.4,82.7,5.76,170.9,Rice
81.4,57.7,40.2,28.6,76.2,6.02,232.0,Rice
122.3,59.6,60.2,22.0,61.9,6.6,54.4,Brinjal
80.4,44.2,24.3,25.4,68.9,6.66,83.1,Maize
26.8,75.0,26.6,29.4,70.7,6.1,99.4,Soybean
115.0,60.6,48.7,25.4,62.7,6.08,76.2,Brinjal
73.0,36.4,28.8,20.5,54.6,7.08,55.7,Sunflower
53.5,39.6,28.6,21.8,58.6,6.8,43.3,Sunflower
33.3,76.2,18.2,27.0,61.5,6.84,78.7,Soybean
22.2,49.9,15.5,24.2,60.5,6.82,55.8,Black Gram
77.1,28.6,22.3,33.2,33.7,7.25,67.0,Sorghum
25.3,16.8,10.2,26.1,40.9,6.33,37.2,Sesame
36.2,55.7,23.5,26.4,54.4,6.33,81.4,Groundnut
113.6,46.2,114.6,16.5,68.6,5.72,53.6,Potato
102.6,69.1,62.2,23.9,69.0,5.52,57.3,Brinjal
50.3,39.3,27.4,26.7,62.9,6.09,63.9,Sunflower
53.3,24.2,22.5,25.5,42.3,6.66,56.7,Sorghum
84.8,40.0,19.0,18.4,64.5,6.45,71.4,Maize
89.7,41.7,42.5,22.2,76.4,5.71,199.1,Rice
21.5,24.0,15.3,30.2,52.5,5.81,36.4,Sesame
115.3,54.6,53.9,18.0,71.1,6.89,88.5,Tomato
23.7,42.9,18.4,17.1,42.6,6.32,40.3,Lentil
33.1,55.9,20.6,31.0,54.3,6.33,57.5,Groundnut
22.7,39.1,24.8,21.1,63.6,6.87,86.3,Pigeon Pea
62.7,27.9,23.3,16.5,43.0,7.34,44.9,Mustard
31.7,73.1,15.9,26.7,62.6,6.97,110.6,Soybean
34.9,56.4,19.7,27.1,57.1,6.83,52.2,Groundnut
24.0,48.8,24.9,29.7,68.8,6.32,75.9,Green Gram
38.3,44.9,17.7,26.3,59.1,6.29,61.7,Groundnut
73.0,18.1,14.7,33.0,29.5,6.38,56.5,Pearl Millet
120.8,60.9,50.9,26.7,69.6,6.74,89.8,Tomato
75.4,43.5,20.4,19.4,66.1,6.45,98.1,Maize
58.0,29.2,24.4,12.3,54.3,6.22,54.6,Mustard
196.7,61.2,76.5,30.1,83.8,7.3,236.9,Sugarcane
153.2,54.6,57.0,30.0,84.3,6.69,232.5,Sugarcane
31.6,15.8,12.6,31.4,52.2,6.88,52.5,Sesame
15.4,52.6,18.1,16.3,44.4,6.6,20.9,Lentil
66.7,40.8,27.4,26.7,64.4,6.38,59.4,Sunflower
25.7,49.8,19.5,24.4,50.1,6.1,89.6,Groundnut
117.8,40.1,55.9,23.5,51.3,6.3,56.1,Chili
92.3,49.3,57.3,27.8,57.9,6.85,42.3,Chili
33.8,66.7,19.1,23.1,60.1,6.53,75.4,Soybean
28.1,36.9,17.5,27.0,53.2,6.81,74.9,Pigeon Pea
110.6,51.5,45.2,29.1,50.4,6.37,76.4,Chili
60.4,23.2,16.6,25.7,34.6,7.0,84.1,Sorghum
21.2,58.8,21.9,24.9,40.6,6.75,33.2,Chickpea
56.6,51.0,18.2,22.7,49.7,6.77,52.9,Sunflower
22.2,50.8,22.0,20.9,44.0,6.86,48.7,Lentil
21.7,49.3,20.3,20.4,57.3,6.74,67.9,Pigeon Pea
53.0,51.1,17.0,26.0,51.9,6.34,65.6,Sunflower
83.9,50.4,54.8,23.4,80.4,6.38,261.1,Rice
27.9,57.7,19.8,20.2,54.5,7.45,28.6,Chickpea
116.2,48.1,44.6,22.3,63.2,6.5,72.9,Chili
18.1,48.0,19.7,24.4,53.6,6.31,34.3,Chickpea
15.8,47.9,20.0,21.5,47.1,5.69,65.1,Pigeon Pea
168.3,48.1,52.8,22.2,84.1,6.42,194.4,Sugarcane
19.5,55.0,23.4,30.9,71.5,6.15,59.1,Black Gram
27.3,49.7,17.5,22.0,51.8,6.21,74.8,Pigeon Pea
64.8,41.5,19.1,24.8,50.4,7.45,45.4,Mustard
116.5,47.8,45.0,30.0,83.0,6.2,269.4,Rice
16.6,38.9,24.7,23.5,60.4,6.89,74.4,Black Gram
50.5,44.6,27.9,29.0,64.1,7.32,63.2,Sunflower
117.3,42.6,29.1,20.9,51.4,6.45,85.4,Wheat
21.2,35.1,16.9,23.0,62.3,6.75,51.7,Black Gram
49.0,24.2,10.4,28.3,36.7,6.44,59.5,Pearl Millet
90.7,63.7,61.0,20.6,74.3,5.53,79.5,Brinjal
108.8,63.8,54.0,22.4,73.6,6.57,81.9,Brinjal
22.2,70.9,29.2,30.0,67.5,6.6,112.8,Soybean
17.2,55.0,16.7,29.7,54.5,6.12,80.0,Green Gram
50.5,54.9,23.2,24.7,64.1,6.23,47.6,Sunflower
79.7,18.6,18.7,33.3,30.6,6.84,42.3,Pearl Millet
92.2,48.0,56.7,23.9,50.2,6.35,64.9,Chili
96.6,55.4,64.7,24.1,68.9,6.16,62.1,Brinjal
21.0,42.8,20.6,27.8,53.3,6.6,58.7,Green Gram
20.2,52.8,18.6,28.3,54.1,6.58,65.4,Pigeon Pea
87.2,59.0,41.2,29.8,67.2,6.66,76.7,Chili
20.6,40.1,17.6,22.4,61.1,7.12,51.9,Black Gram
72.2,35.6,15.2,33.2,31.0,7.33,89.6,Sorghum
68.8,35.9,16.1,21.0,71.1,6.49,85.6,Maize
50.8,44.3,15.9,21.9,56.2,7.3,75.3,Sunflower
62.7,29.1,16.7,28.0,63.0,5.16,73.2,Finger Millet
21.9,36.9,24.2,20.7,42.3,6.76,27.7,Lentil
64.0,23.6,15.7,23.2,51.7,5.91,88.9,Finger Millet
26.9,54.4,18.9,26.6,52.2,6.94,64.6,Groundnut
101.5,54.8,23.7,13.2,67.5,6.4,56.5,Wheat
20.7,39.7,26.2,26.6,63.4,6.72,79.1,Groundnut
60.5,39.1,20.4,18.1,45.2,6.95,49.8,Mustard
122.2,58.3,47.6,28.0,74.1,5.58,69.6,Brinjal
115.5,43.8,37.3,23.4,85.2,6.12,165.2,Rice
66.4,34.5,18.4,23.4,45.2,6.22,91.3,Finger Millet
33.9,25.6,16.8,28.9,42.9,5.88,40.5,Sesame
134.0,59.7,86.4,15.1,64.0,5.83,66.0,Potato
51.7,44.6,22.9,18.4,36.7,6.89,52.8,Mustard
24.4,48.9,24.4,27.5,62.0,7.47,70.7,Green Gram
33.3,69.1,18.8,29.6,69.7,6.33,79.1,Soybean
21.5,46.9,23.9,15.4,53.3,7.25,31.9,Chickpea
92.6,46.1,55.2,25.2,59.1,6.65,74.4,Tomato
22.8,46.9,21.4,29.6,52.4,7.25,73.2,Green Gram
128.8,68.0,54.5,25.2,64.3,6.65,84.4,Brinjal
118.2,56.3,40.9,21.1,50.9,6.56,104.5,Cotton
16.1,42.9,18.4,20.7,52.2,6.08,22.2,Lentil
80.7,37.4,48.7,22.7,76.4,6.34,153.5,Rice
107.0,65.4,91.1,23.3,64.2,6.18,43.4,Potato
219.2,55.8,65.8,29.5,79.7,7.45,161.5,Sugarcane
21.5,75.0,28.7,28.1,76.4,6.22,83.2,Soybean
106.5,44.6,17.6,13.3,63.2,7.15,63.3,Wheat
55.2,25.1,18.6,31.7,31.6,6.32,80.5,Sorghum
69.2,27.7,17.9,24.7,66.4,5.55,59.6,Finger Millet
56.2,46.0,16.7,22.9,49.2,6.59,44.4,Sunflower
117.1,41.5,29.0,16.6,52.0,6.73,62.8,Wheat
48.0,33.7,21.3,27.2,51.4,6.29,51.4,Finger Millet
52.9,30.7,23.7,12.9,52.5,6.79,42.2,Mustard
116.0,64.1,100.0,21.5,60.1,5.89,70.4,Potato
115.8,38.5,52.0,29.5,52.2,7.04,99.0,Cotton
22.4,37.8,24.7,30.2,59.1,6.28,55.0,Black Gram
91.5,48.8,48.1,22.0,74.9,6.17,47.3,Tomato
27.9,50.4,15.1,27.0,53.4,6.35,92.5,Pigeon Pea
118.5,51.9,45.0,26.7,71.4,6.12,58.7,Tomato
130.8,67.9,114.0,22.2,69.7,6.05,70.0,Potato
15.9,48.3,17.8,28.4,62.2,6.23,53.3,Green Gram
22.8,27.3,18.9,27.3,37.3,5.58,56.3,Sesame
23.5,46.1,22.2,31.0,68.0,6.49,83.1,Green Gram
58.3,32.0,17.2,19.6,42.0,6.99,30.5,Mustard
53.7,25.9,23.7,22.4,69.2,6.72,62.4,Finger Millet
105.0,43.7,51.3,21.3,50.4,6.63,72.4,Chili
83.8,54.8,56.0,27.3,54.0,6.69,40.5,Chili
23.0,46.8,16.0,20.5,49.1,6.79,38.9,Lentil
114.8,61.1,54.4,22.1,69.4,6.55,56.9,Brinjal
24.9,39.2,15.1,25.0,40.6,6.67,25.3,Lentil
22.4,22.4,12.8,30.7,44.0,6.15,38.9,Sesame
106.0,55.0,55.1,19.0,74.5,6.14,57.0,Tomato
20.0,42.3,20.4,20.2,46.6,6.13,107.1,Pigeon Pea
36.9,20.4,12.6,33.6,42.5,5.53,48.7,Sesame
125.4,50.4,93.4,22.6,57.7,5.8,66.0,Potato
49.8,25.2,21.0,22.7,45.7,6.32,81.3,Finger Millet
66.4,28.6,18.5,24.1,37.9,6.95,47.8,Mustard
22.5,48.6,17.0,26.9,70.8,6.71,71.5,Black Gram
53.9,34.1,17.7,16.6,36.9,6.64,59.5,Mustard
62.2,49.6,29.5,28.1,63.8,6.21,42.8,Sunflower
28.5,23.1,13.7,32.9,35.8,6.15,48.4,Sesame
20.7,30.0,11.0,31.8,40.1,6.09,57.6,Sesame
22.0,47.9,18.7,24.5,35.4,6.3,47.6,Lentil
16.7,54.3,23.6,19.8,54.9,7.02,23.0,Chickpea
106.3,67.9,115.1,18.4,57.9,5.69,66.2,Potato
54.7,30.0,19.9,21.1,54.7,6.66,45.5,Mustard
98.4,39.9,24.5,27.0,69.2,6.98,88.5,Maize
84.0,20.9,22.3,28.4,42.0,7.39,56.6,Sorghum
28.6,54.7,15.9,19.5,50.1,7.19,39.8,Chickpea
69.8,28.8,14.2,28.4,49.0,6.91,44.7,Pearl Millet
76.2,36.7,22.8,20.6,63.7,6.62,76.6,Maize
28.5,60.5,26.3,24.5,78.4,6.66,91.8,Soybean
114.4,58.1,16.0,21.2,60.9,6.12,72.9,Wheat
117.0,39.5,46.4,31.2,70.7,6.2,194.6,Rice
84.1,57.3,19.4,23.5,67.6,6.51,95.1,Maize
123.7,53.5,50.5,26.7,73.0,6.34,57.7,Tomato
114.0,64.1,68.9,26.4,74.7,5.91,59.3,Brinjal
16.8,49.2,18.8,19.0,50.7,6.96,23.8,Lentil
24.2,37.5,19.2,25.4,65.0,6.69,70.8,Black Gram
87.3,39.6,41.1,27.2,78.6,5.79,241.8,Rice
25.9,69.7,19.1,23.4,75.5,6.95,75.0,Soybean
53.2,39.9,16.6,34.9,54.4,7.19,73.0,Sorghum
93.3,42.6,43.2,21.2,58.4,7.69,77.7,Cotton
77.2,51.8,17.8,20.8,70.8,6.34,99.9,Maize
19.0,46.6,24.5,22.7,65.1,6.49,70.3,Black Gram
23.1,38.3,18.1,30.1,55.9,6.02,97.2,Groundnut
28.9,52.9,16.2,20.3,37.5,6.89,39.3,Chickpea
90.1,58.9,21.9,22.9,64.6,7.16,82.8,Wheat
60.2,39.2,22.1,24.0,74.3,6.71,107.5,Maize
155.8,67.3,75.4,32.0,76.7,7.13,170.3,Sugarcane
22.3,68.4,18.5,27.9,70.6,6.41,83.4,Soybean
17.1,44.5,18.2,24.7,74.3,6.24,81.5,Black Gram
87.5,48.9,26.8,19.2,50.1,7.14,51.8,Wheat
47.9,18.6,13.0,31.4,40.0,7.31,40.9,Pearl Millet
131.0,48.1,106.1,17.7,65.2,5.36,67.4,Potato
104.8,56.3,17.3,12.8,65.6,6.69,52.9,Wheat
118.7,55.0,43.2,23.4,53.2,6.77,42.9,Chili
56.8,23.9,23.9,32.5,52.7,7.14,69.9,Sorghum
95.8,52.4,57.1,24.9,59.9,6.53,74.2,Tomato
98.0,57.3,52.3,24.9,52.6,7.87,95.8,Cotton
44.7,30.3,20.9,27.5,52.7,5.81,70.3,Finger Millet
131.0,61.3,89.4,16.3,62.6,5.68,46.8,Potato
20.9,35.2,29.8,29.3,57.3,6.47,63.3,Groundnut
33.4,20.2,10.2,27.5,41.2,6.43,41.0,Sesame
119.5,52.8,57.7,22.0,54.9,6.95,46.8,Chili
82.8,54.0,50.4,25.0,56.0,6.9,44.5,Chili
105.5,56.7,86.2,19.2,54.4,6.11,41.1,Potato
18.2,40.0,20.3,23.2,37.1,6.94,43.9,Lentil
31.5,53.5,22.4,24.2,51.3,6.54,85.9,Groundnut
24.4,22.9,18.4,26.1,50.9,5.77,63.3,Sesame
101.4,45.4,15.2,15.1,69.5,7.2,98.0,Wheat
87.7,54.3,21.5,19.4,72.5,6.45,74.1,Maize
73.1,27.2,23.2,33.2,41.9,6.53,58.1,Sorghum
15.5,52.0,20.5,17.0,41.3,6.28,35.9,Lentil
48.4,17.0,12.0,32.7,35.6,7.1,30.6,Pearl Millet
87.5,36.7,16.7,25.7,59.5,6.8,74.0,Maize
107.8,39.3,52.1,22.3,53.0,6.15,87.3,Cotton
45.2,25.1,15.2,24.0,58.7,6.12,83.2,Finger Millet
16.2,37.3,19.1,21.5,49.2,6.18,22.4,Lentil
19.0,47.5,22.8,29.8,65.4,7.29,65.7,Black Gram
136.0,56.5,97.6,16.6,69.4,5.32,47.6,Potato
90.0,45.3,50.1,24.3,71.5,5.79,174.2,Rice
65.4,46.9,21.9,23.4,54.4,6.47,57.5,Sunflower
61.1,20.0,15.2,27.0,45.1,6.5,32.5,Pearl Millet
24.4,36.1,15.1,28.6,60.8,6.38,63.2,Black Gram
112.9,57.7,66.0,28.7,65.4,6.71,53.2,Brinjal
17.7,54.5,24.6,20.0,36.7,6.93,33.6,Chickpea
33.5,25.4,10.5,28.4,43.2,5.65,43.3,Sesame
17.0,39.3,15.1,25.0,65.0,7.19,53.1,Green Gram
94.9,61.1,69.9,20.3,60.6,6.97,48.9,Tomato
39.4,50.9,26.5,24.7,53.2,6.73,71.6,Groundnut
20.0,42.5,21.3,29.9,55.6,6.84,73.3,Green Gram
170.6,58.8,67.0,26.3,81.5,7.25,235.1,Sugarcane
90.6,56.1,21.1,18.8,64.8,5.89,80.4,Maize
27.8,50.9,16.9,16.9,50.4,6.4,50.7,Chickpea
99.2,42.6,18.6,24.8,52.8,6.75,80.9,Wheat
28.4,60.2,15.0,18.2,43.4,6.34,28.0,Chickpea
102.5,59.8,44.1,27.4,60.9,6.99,102.8,Cotton
15.5,38.2,23.1,16.3,39.7,6.45,35.5,Lentil
52.9,42.1,18.8,29.2,62.1,6.87,60.8,Sunflower
71.6,27.5,15.5,23.4,36.6,6.22,30.7,Mustard
19.9,37.4,15.1,18.0,49.0,6.79,28.9,Lentil
97.9,55.2,39.9,28.9,56.2,7.22,103.8,Cotton
112.6,42.0,28.4,19.1,66.3,6.68,82.2,Wheat
65.8,20.7,10.5,31.0,47.6,6.81,36.5,Pearl Millet
26.8,24.5,15.9,27.9,38.0,6.05,49.5,Sesame
20.5,42.2,16.3,20.9,45.5,6.2,33.6,Lentil
20.2,49.8,20.1,19.2,43.0,6.03,30.1,Lentil
154.4,60.7,50.1,26.5,68.1,6.19,151.2,Sugarcane
106.0,41.1,53.1,21.9,58.1,7.58,77.7,Cotton
57.3,23.9,10.8,34.4,43.9,7.14,54.9,Pearl Millet
21.3,43.2,17.5,30.6,64.0,6.82,69.4,Green Gram
21.7,53.8,23.2,22.4,64.4,6.6,62.4,Black Gram
66.5,46.9,22.2,20.2,67.8,6.6,68.1,Maize
25.5,63.9,20.3,19.0,54.1,6.96,31.9,Chickpea
21.9,55.2,16.9,23.0,54.3,6.4,39.8,Chickpea
79.9,42.1,16.3,23.7,56.1,6.7,75.9,Maize
29.1,27.4,13.1,28.8,53.2,6.76,58.3,Sesame
29.6,26.1,13.3,29.9,53.3,6.93,67.4,Sesame
50.0,34.2,18.6,27.5,30.3,6.81,82.6,Sorghum
75.4,53.4,21.7,25.4,59.8,7.04,75.6,Sunflower
73.5,18.6,11.9,30.0,44.2,6.3,47.3,Pearl Millet
57.9,21.6,15.2,29.1,51.7,6.48,100.0,Finger Millet
56.1,29.8,17.3,17.1,48.1,6.66,53.3,Mustard
67.7,46.0,16.2,29.4,47.0,7.28,40.0,Sunflower
74.4,17.5,18.5,25.1,37.8,7.43,58.0,Pearl Millet
90.3,48.2,54.2,21.8,58.7,7.92,75.0,Cotton
87.0,57.9,43.4,25.8,80.4,5.55,174.9,Rice
195.3,66.7,72.2,27.9,84.6,7.03,247.5,Sugarcane
51.9,16.2,11.7,26.3,28.1,7.03,37.4,Pearl Millet
64.8,45.5,22.5,18.6,56.6,6.23,107.1,Maize
24.3,53.0,27.2,27.3,64.9,6.4,83.9,Groundnut
89.9,46.8,15.6,26.6,73.9,6.74,109.6,Maize
117.7,41.6,39.5,29.6,54.2,6.42,95.3,Cotton
22.1,48.2,21.2,17.8,42.6,6.1,41.6,Lentil
97.7,51.7,52.1,26.7,59.4,6.38,54.6,Brinjal
21.2,49.0,16.3,31.2,68.1,6.7,96.3,Groundnut
29.9,28.5,13.2,31.5,49.2,6.67,54.7,Sesame
96.5,59.4,67.8,28.4,66.7,5.99,54.3,Brinjal
59.0,28.5,15.3,32.1,31.3,6.91,33.7,Pearl Millet
15.4,50.8,23.8,18.0,36.9,7.14,44.2,Chickpea
59.8,40.8,22.9,20.8,47.4,6.26,71.0,Sunflower
98.3,58.5,51.9,22.9,63.7,6.27,75.0,Tomato
125.1,55.4,57.6,25.2,58.9,6.4,95.1,Brinjal
19.2,46.5,23.7,30.6,57.4,6.31,76.0,Green Gram
23.4,15.1,10.7,27.2,35.7,6.25,46.0,Sesame
119.4,58.1,57.4,23.0,65.0,6.85,73.9,Chili
34.9,37.7,21.4,24.1,50.7,6.48,64.9,Groundnut
21.6,48.4,17.5,25.2,66.7,7.14,58.2,Green Gram
103.5,45.1,56.4,20.5,64.0,6.44,76.6,Chili
120.8,53.8,54.3,25.2,65.0,6.57,75.6,Tomato
24.4,44.8,18.4,24.2,35.5,6.58,36.5,Lentil
55.7,33.8,17.1,28.9,52.4,6.31,65.4,Sorghum
22.2,46.9,18.2,22.3,65.0,6.32,78.4,Green Gram
28.5,51.4,23.8,24.9,55.8,6.88,105.0,Pigeon Pea
76.0,35.4,25.2,25.5,48.4,7.23,54.8,Sunflower
134.7,60.7,112.8,23.0,55.2,6.27,47.8,Potato
182.7,62.0,76.9,30.1,74.0,6.58,174.0,Sugarcane
16.0,52.2,18.1,31.7,52.4,7.44,48.6,Green Gram
30.0,74.5,26.6,26.3,75.9,6.6,85.7,Soybean
24.3,45.8,20.3,16.4,35.0,6.81,22.6,Lentil
74.3,26.5,11.5,31.9,48.6,7.29,39.9,Pearl Millet
70.7,42.9,22.0,21.6,40.8,6.46,53.5,Mustard
128.7,66.2,67.0,24.6,67.5,5.99,53.9,Brinjal
64.9,49.0,18.4,24.6,68.0,6.81,94.6,Maize
96.0,54.5,23.0,19.9,65.3,7.22,85.9,Wheat
15.5,54.1,16.4,29.1,51.4,6.16,65.4,Green Gram
19.0,46.6,20.5,29.5,65.0,5.85,96.3,Pigeon Pea
123.8,63.4,67.4,21.2,56.8,6.06,82.6,Tomato
153.7,54.3,70.3,24.6,77.6,6.99,223.4,Sugarcane
115.8,57.0,59.6,29.8,65.4,6.96,83.4,Chili
28.5,58.5,21.4,26.9,58.8,6.52,81.6,Groundnut
15.2,48.4,19.7,25.5,67.2,7.28,45.9,Green Gram
105.2,60.0,60.7,22.8,57.5,6.17,82.6,Tomato
82.6,44.7,37.9,23.1,57.4,6.13,83.2,Cotton
125.1,65.9,52.4,22.9,70.9,6.72,89.0,Brinjal
53.6,34.2,21.8,23.0,49.7,5.55,54.7,Finger Millet
71.0,34.1,20.3,13.9,37.8,6.88,59.6,Mustard
18.3,51.4,15.4,23.7,45.3,6.4,34.9,Lentil
73.2,39.8,25.9,22.5,52.9,7.47,49.8,Sunflower
95.7,50.3,25.4,12.0,62.4,6.53,89.7,Wheat
112.2,48.7,40.4,28.1,50.4,7.47,90.5,Cotton
54.8,27.1,19.9,28.5,65.8,5.73,66.7,Finger Millet
112.4,41.4,48.6,29.6,81.9,5.97,211.8,Rice
20.1,49.3,17.7,23.2,61.1,6.49,62.7,Green Gram
32.5,24.6,17.7,29.0,49.5,6.53,68.7,Sesame
118.8,58.7,17.0,21.9,50.5,6.03,66.2,Wheat
105.0,37.9,53.8,28.3,76.7,5.64,269.1,Rice
25.6,25.7,15.6,26.1,53.6,6.18,60.7,Sesame
23.5,54.9,21.8,31.4,66.5,7.27,67.8,Green Gram
116.0,65.5,85.1,21.0,50.1,5.16,54.0,Potato
22.7,41.3,23.1,30.4,50.7,6.98,72.7,Groundnut
103.1,56.1,56.4,25.7,63.9,6.03,75.5,Tomato
66.4,54.1,17.7,26.1,49.2,6.92,68.9,Sunflower
57.7,50.0,20.1,24.3,53.1,7.07,76.7,Sunflower
73.9,49.2,22.9,25.1,46.7,6.98,76.4,Sunflower
89.0,50.7,51.3,27.0,69.9,6.03,43.3,Chili
212.1,56.3,72.0,30.3,79.2,6.76,212.6,Sugarcane
97.8,69.9,67.4,20.9,65.8,6.32,78.8,Tomato
23.6,41.3,16.4,21.2,39.2,6.76,41.8,Chickpea
22.0,37.0,24.1,24.2,54.1,6.27,45.6,Green Gram
108.7,45.1,55.0,19.1,55.5,6.82,85.8,Tomato
60.8,23.8,21.9,27.2,44.9,6.4,73.1,Sorghum
35.1,18.7,16.7,25.4,51.8,5.75,59.4,Sesame
119.2,62.5,53.5,21.8,74.2,6.06,78.7,Tomato
25.1,57.6,17.8,26.0,75.9,6.15,103.0,Soybean
198.9,47.3,76.1,31.0,67.1,7.49,179.8,Sugarcane
119.8,53.4,53.8,19.2,57.9,6.19,56.4,Tomato
111.3,35.6,54.4,28.3,60.0,7.52,79.5,Cotton
96.8,59.8,15.4,24.8,62.4,6.27,97.7,Maize
40.8,31.8,15.1,27.6,67.3,5.78,76.8,Finger Millet
78.2,37.3,25.6,28.5,64.1,6.32,60.2,Sunflower
114.6,55.4,40.2,23.7,83.4,6.43,233.5,Rice
26.5,46.0,22.2,23.9,49.2,6.45,108.8,Pigeon Pea
201.3,49.1,78.5,23.5,74.2,6.17,210.3,Sugarcane
94.3,59.3,54.0,25.3,69.4,6.9,65.6,Chili
77.5,44.3,16.6,24.6,52.5,6.87,57.5,Sunflower
51.2,37.3,23.1,17.7,46.1,7.2,48.3,Mustard
35.7,28.9,16.0,26.9,50.6,6.93,55.3,Sesame
93.6,53.1,36.3,25.2,80.8,6.29,197.8,Rice
